ID,text,labels
1328699368103403520t,"@DearAuntCrabby On a Zoom call with friends last nite I said , "" I don't get Covid tests ( I'm very careful ) - and I won't do a vaccine until it's a sugar cube . """,none
1336156304918757377t,"@RickSmithShow @docrocktex26 In fact the vaccine has been rushed compared to normal vaccines . I've now had 2 doctors tell me they don't plan to have the mRNA vaccines , in part , because it's the 1st time using it on the public & they don't know the long term effect . They WILL take the standard Oxford vaccine .",rushed side-effect
1382106379171852289t,Federal authorities recommended that states stop using Johnson & Johnson ’ s Covid - 19 vaccine while an investigation is conducted into six serious cases of clotting problems — one of which was fatal — that were reported among women who received the vaccine . https : / / t.co/tdrSOMr4ft,side-effect
1407594956911415304t,"Twitter locked the account of the National File , a conservative - leaning news website , after it reported a woman claimed her 13 - year - old nephew died after receiving a second dose of Pfizer ’ s COVID - 19 vaccine . Twitter says it was an "" accident . "" https : / / t.co/W6MyFWzoyT",side-effect
1327641126422024192t,"@realDonaldTrump @NYGovCuomo Sir , I would NEVER inject a vaccine made by the Trump Administration - Taking credit for Pfizer shows just how slimy you are - If you are going to take credit for that , you should also take credit for the hundreds of thousands of Americans who died . That is also on your watch !",political
1233881192413286400t,"@spirit_llama Just curious ... Do you think compliance would go up much ? "" Mandatory vaccination "" , reminds me a bit of "" hard drug laws , as a deterrent "" ... The person already knows they might die ( if the science is accurate ) , how much worse do you think jail is ?",mandatory
1349158881977659401t,@ColdSpock @DavidFoxon2 @sandykeepsafe @LBC @GavinWilliamson @Keir_Starmer @UKActionteam @Parents_Utd @HoppySaul @BBCNews Im sorry to say I will never take a vaccine with Russian involvement .,country
1297562307434872832t,@dbongino Virginia is trying to mandate the vaccine on its residents ! This is travesty to the people who live there ! How many other governors an mayors r going to try an follow suit ?,mandatory
1285246276410499073t,"@AVA1111444 @keesaroo @EpigeneticWhisp You seriously believe this when he's given $ 450 million to JNJ / Moderna for a vaxx ? When he has given $ 1.16 billion to Gates ' GAVI ? When he has positioned National Guard around the country to aid in injecting people ? Yeh , ok .",side-effect
1336957687108689920t,@TheMachiavell10 @CNN Would be 8 / 22000 ( vaccine group ) IF they had followed up with all 22k volunteers . Pfizer has announced they followed up w / 9536 in the vax group for safety evaluation so who knows what side effects the other half developed .,side-effect
1320829759455191043t,@Buzzboy82048087 @paddington_v007 @MattHancock That pillock along with Ferguson and Vallance are trying to keep project fear going because they have invested millions to make billions from the shares they have in GSK & AstraZeneca . What about Matt how much will he make from the warp speed unnecessary vaccine ?,pharma
1333514297469775872t,@LozzaFox Whatever happened to a person's medical history being private ? Do they get to override religious / ethical beliefs on the contents of this vaccine ? Many questions that need answering before state sponsored discrimination starts .,mandatory
1331197690936483840t,"@AstraZeneca @UniofOxford Im sorry but didn't your vaccine trials cause a death in south America ? That should have set your research back a little bit ? Maybe not , but its weird its a cheaper one which means poor folk gets the one with the least research that killed someone",side-effect
1338193837240573952t,"@LSW12612672511 @Mikey86000152 @BorisJohnson Boris is a GLOBALIST buffoon & fake conservative leading a government of GLOBALISTS , skilled nation destroyers in record time All engaged in this sinister new world order being imposed using covid fear ; A virus with less than 1 % mortality rate & an excuse to make vaccine mandatory",political unnecessary
1415071197088210946t,"@AlexBerenson This elderly woman survived all of 2020 without Covid , received both doses of Moderna in 2121 , tested positive for Covid 41 days after the 2nd dose , died . https : / / t.co/WNxPw2JCUB",ineffective side-effect
1349728227955073030t,"String of allergic reactions in Moderna vaccine recipients at San Diego vaccination super center center . "" Vaccinations were slowed down after allergic reactions were detected in six vaccine recipients . "" https : / / t.co/EFOJKC9psq",side-effect
1350977207989133312t,"Pfizer is a mRNA vaccine . Rather than having the viral protein injected , a person receives genetic material – mRNA – that encodes the viral protein , mimicking what #COVID19 virus does in nature . Too many deaths reported . Why ? The idea or the execution ? https : / / t.co/hcEYtirJPx https : / / t.co/v5Cw9alNuP",side-effect
1222861183247683585t,"SHOCKER : New “ KraveBurger ” contains cells from monkey kidneys , infected pigs and human abortions – just kidding , those are common vaccine ingredients Tens of millions of Americans put 100 ( Revived article ) https : / / t.co/PIeKivaoRw #medicin",ingredients
1350311327659552769t,23 elderly people die in Norway after receiving the Pfizer COVID - 19 vaccine : Cautionary note issued #CoronaVaccineSideEffects #Coronavirus #COVID - 19Vaccine #PfizerBiontechCovidVaccine https : / / t.co/K2i1rF0tWz,side-effect
1417212089358176266t,@cmyeaton @HotlineJosh Vaccines do a good job of greatly reducing severe disease of delta but do not appear to reduce spread much . Now 5 of the fully vaccinated Texas legislators who flew to Washington DC have now tested positive . Israel also reporting poor results of Pfizer against delta .,ineffective side-effect
1400835448121954308t,@deepsealioness @BakarTabish The blood clots thing . Which came up when vaccination started . Covaxin is too early to even know,side-effect
1336980917865345024t,"@MattHancock How much have you wasted on unnecessary and inaccurate Covid testing ? How much on "" vaccines "" for those in society that don't need them ?",unnecessary
1344784144514097156t,"@jeffsekerak Whatever it is they inject into you , there is nothing you or anyone else can do to get it out again . Think carefully before acquiescing to a vaccine ..",ingredients
1336397084891652097t,"@DrEricDing This vaccine is a farce , it ’ s storage requirements are extreme to ensure efficacy without the appropriate infrastructure to distribute and administer it it ’ s a huge waste of our taxes . At best we can expect less than 50 % efficacy from Pfizer ’ s vaccine -",ineffective
1326112648925048832t,"not that i'm nega about this but isn't this company corrupt and found guilty of bribery ? idk man , maybe let the pfizer use the vaccine first 🤷 ‍ ♀ ️",pharma
1261330619734192128t,"@AnonsSynonymous @PressSec @realDonaldTrump As “ Keyboard Warriors ” , many Americans including myself , who ’ ve supported the @POTUS 💯 % , are NOT in agreement with a vaccine for the Coronavirus ( COVID - 19 ) , especially since Hydroxychloroquine works effectively ! @IngrahamAngle",unnecessary
1375914926968078336t,"@BorisJohnson And ... our human rights here in the UK . Such as not coercing citizens into taking a vaccine . Worse still , guilt tripping parents to get young , healthy kids vaccinated . You're a disgrace talking about China when you've followed their lockdown regime",mandatory
1186689156128395265t,"@ItsGoneAwry It's not necessarily the vaccine itself that could cause harm ... it's all the other crap they put in . Rising autism rates are obviously environmental in some sort of way , it's narrowing it down to exactly what babies are consuming that is causing it .",ingredients
1297218478320111616t,@GovRonDeSantis It is time to end this Covid nonsense . They are testing and calling any covid positive Covid - 19 positive . Then they call it a case . This needs to stop and we need to open up and people will catch it like they do the flu . Herd immunity is the answer . No vaccine taker here .,unnecessary
1345246638508531712t,@AamAadmiParty @ArvindKejriwal @narendramodi @drharshvardhan the one thing that I dont get with the Astra Zeneca vaccine is how does it ensure that it doesnt effect the human DNA even though it actually enters the cell nucleus .,conspiracy side-effect
1340045381812547587t,@YangJews @AndrewYang How do you show that you had Covid and got over it with your own awesome immune system Like millions of healthy Americans . Or what about the 17 % of the population with a natural immunity to Coronavirus ? Your healthy body can make you 99.6 % immune . That ’ s better than the vaccine .,unnecessary
1374837382730629123t,@princeokey10 Useless vaccine,ineffective
1311931328045162497t,@SelfHarmNotts @JamesTodaroMD @NewMumOnline So what happens if you have anti bodies and immunity already surly a vaccine then becomes redundant are if they still insist then it isn't about covid immunisation but a means to introduce something far more sinister #IDoNotConsent,mandatory unnecessary
1257974058521681920t,"@xoHeather23 @howertonjosh Hi Heather . I ’ m with you on this issue , and we refuse those for that reason . Do we know Pfizer is using aborted babies in the Covid vax , or is that just based on the fact they ’ ve used them in other ones ?",ingredients
1280213397515034624t,Tesla RNA Bioreactor - Tesla and CureVac Covid 19 Vaccine Anyone else concerned with synthetic modification of human DNA ? #vaccine #rna #covid #COVID19 #CovidVaccine https : / / t.co/bUqBc0ZtUC,conspiracy side-effect
